,id,text
451,2874,"Серекпаев Н.А., Стыбаев Г.Ж., Байтеленова А.А., Муханов Н.К., Вотчал"
452,2875,Орталық қазақстан жағдайында пайзаны интродукциялаудың бірқатар агротехникалық шараларын зерттеу
453,2876,"Бұл мақалада Орталық Қазақстанда біржылдық сүрлемдік мал азықтық дақылдардың түр құрамын кеңейту мақсатында, бірқатар агротехникалық шараларды (себу мерзімдері және мөлшерлері) таңдау жолымен және біздің аймақтағы дәстүрлі сүрлемдік дақыл – жүгерінің көрсеткіштерімен салыстыру арқылы, жаңа мал азықтық дақыл – пайзаны интродукциялаудың мүмкіндігі қарастырылады. Мақалада Қарағанды облысы жағдайында агротехникалық шаралардың пайза мен жүгерінің өніміне әсерін талдау нәтижелері келтірілген. Пайза мен жүгерінің өсіп-даму кезеңдерінің өту динамикасына, кезең аралықтарының ұзақтығына, сонымен қатар, орташа тәуліктік өсіміне талдау жасалған. Пайзаның анағұрлым жоғары өнімі маусым айының бірінші онкүндігінде және гектарына 2,5 млн. тұқым мөлшерінде себілгенде — 273,03 ц/га байқалса, ал жүгеріде – мамыр айының екінші онкүндігінде және гектарына 80 мың тұқым мөлшерінде себілгенде —  678,2 ц/га байқалды. Жүргізілген зерттеу жұмыстары негізінде, 2015 жылда қалыптасқан қолайсыз метеорологиялық жағдайда, анағұрлым жоғары өнім алуға мүмкіндік беретін ең жақсы себу мерзімі мен себу мөлшері анықталды. 
	  интродукция, пайза , жүгері, пайза себу мерзімі, пайза себу мөлшері."
454,2877,". This article discusses the possibility of introduction of introduction of new type of fodder crop – Japanese millet (Echinochloa frumentacea) by selecting some agrotechnical indicators (planting dates and seeding rate) in order to increase the range annual forage crops for silage in Central Kazakhstan, by comparison with indicators of traditional silage culture area – corn. It is presented the results of analysis of agricultural methods on the productivity of Japanese millet in the conditions of Karaganda region. It is analyzed the dynamics of passage of growth phases and development of Japanese millet and corn and the length of their interphase periods, also the average daily growth of plants. The highest productivity of Japanese millet is observed when sowing in first decade of June at the rate of 2.5 million/ha – 273.03 c/ha, but the corn is in the second decade of May at the rate of 80 thousands ha – 678,2 c/ha. It is determined the best period of planting and seeding for obtaining the higher productivity of green mass at the prevailing of adverse weather conditions of 2015.
	 introduction, Japanese millet, (Echinochloa frumentacea), corn, sowing date, norms of sowing of Japanese millet, Japanese millet seeding."
455,2880,"Serekpaev N., Stybayev G., Baitelenova A., Mukhanov N., VotchalL."
456,2881,Обоснование формы и параметров ромбовидного рабочего органа поворотного плуга для гладкой вспашки
457,2882,29 июня 2016  Лариса Николаевна Гребцова
458,2883,МРНТИ 68.29.15                                                                                               №2 (2016 г.)
459,2884,"В статье рассмотрены результаты исследований по обоснованию формы и параметров плужного корпуса  для ромбовидной пахоты. Симметричный ромбовидный плужный корпус с укороченным отвалом соответствует технологическому процессу для гладкой вспашки, обеспечивает наименьшие энергозатраты, повышает производительность почвообрабатывающих агрегатов и снижает нагрузку на  металлоконструкцию плуга. Ромбовидный корпус с симметрично усеченными лезвием позволяет почвообрабатывающим агрегатам с роторным плугом обеспечить вспашку без облома и развальных борозд.  При этом сохраняется герметизация растений и пожнивных остатков до 94,4%.  Идёт снижение расхода топлива на один гектар до 9,5%,  а производительность обработки почвы увеличивается до 20% за счет уменьшения тягового сопротивления рабочего органа.
	 гладкая вспашка, плуг, земляной пласт, параллелограммный тип, ромбовидный рабочий орган, стенка борозды, тяговое сопротивление, обработка почвы"
460,2886,ТОПЫРАҚТЫ ТЕГІС ӨҢДЕУГЕ АРНАЛҒАН БҰРЫЛМАЛЫ СОҚАНЫҢ ЖҰМЫС ОРГАНЫНЫҢ ПІШІНІН ЖӘНЕ ӨЛШЕМДЕРІН ТАҒАЙЫНДАУ
461,2887,"Мақалада ромб тәріздес егістік үшін соқа корпусының формасы мен параметрлерін негіздеу бойынша нәтижелер қарастырылған. Симметриялық ромб тәріздес қысқа қайырмалы соқа корпусы тегіс жырту технологиялық процесіне сәйкес келеді, энергияны аз жұмсауды қамтамасыз етеді, топырақ өңдеу агрегаттарының өнімділігін арттырады және соқаның металл құрылымына түсетін салмақты азайтады. Қысқа симметриялық жүзі бар ромб тәріздес корпус роторлық соқамен топырақ өңдеу агрегаттарына опырмай, қарықтап жыртуға мүмкіндік жасайды. Сондықтан өсімдіктердің герметизациясы 94,4%-ға дейін сақталады. Жанар-жағар май бір гектарына 9,5%-ға дейін үнемделеді, жерді өңдеу өнімділігі болса жұмыс істейтін құралдың тарту күшінің азаюына байланысты 20%-ға дейін өседі.
	 тегіс жырту, соқа, жер қыртысы, параллелограмдық тип, ромб тәріздес жұмыс құралы, соқа аударған іздің қабырғасы, қарсыласу күші, топырақты өңдеу."
462,2888,"The article considers the results of theoretical and experimental studies to the justification of the shape and parameters of the plow for plowing diamond. Installing a symmetrical diamond-shaped plow body with a shorter blade in a universal frame rotary plow with parameters: plowshares installation angle to the bottom of the furrow — 20°; angle of the coulter to the wall of the furrow — 42; rhomboid angle α = 60 °, allows to reduce the distance between the working bodies, which ensures reduction in the overall length and reducing metal plow. Using a diamond-shaped body with a symmetrical truncated blade allows the  tillage machines with rotary plow provide a shuttle train in the run and smooth moldboard plowing without breakup and open furrows, reduce saltwater surface of arable land by 21%, to ensure sealing of plant and crop residues to  94.4% decrease per hectare fuel consumption by 9.5%, to increase the productivity of soil tillage to 20% by reducing the traction the working body resistance and rapid moves in the run, i.e. increasing the working time shift.
	smooth plowing, shuttle train in the run, reservoir parallelogram, a universal frame rotary plow; angle of deflection of furrow wall from the vertical, angle of the coulter to the groove bottom, diamond-shaped angle, traction resistance, the unit productivity"
463,2891,"Nuralin B.N.,Oleynikov S.V., Murzagaliyev A.Zh."
464,2892,"Фауна и хозяйственное значение пауков (Arachnida, aranei) на полях кормовых культур Алматинской области Казахстана"
465,2893,29 июня 2016  Лариса Николаевна Гребцова
466,2894,МРНТИ   34.33.15                                                                                            №2 (2016 г.)
467,2895,"Целью исследования выяснение видового состава пауков-энтомофагов вредителей кормовых культур на юго-востоке Казахстана. Отмечено 48 видов пауков, относящихся к 40 родам и 22 семействам. Эта цифра не является окончательной.  Значение пауков на полях кормовых культур может быть не только положительным. Пауки в силу многоядности, наряду с насекомыми-вредителями уничтожают большое количество энтомофагов и опылителей, например пауки-бокоходы  и др., пауки-скакунчики и другие. При массовом размножении некоторые виды пауков плотно заплетают гнезда-домики, используемые для привлечения опылителей и энтомофагов на поля кормовых культур и перекрывают им туда доступ. На полях кормовых культур наиболее полезны активно передвигающиеся хищники, не плетущие ловчих сетей (), которые охотятся на поверхности почвы на различных ползающих насекомых. Энтомофаги и опылители от них практически не страдают.
	 пауки, фауна, кормовые культуры, поля, Алматинская область, Казахстан."
468,2896,"Темрешев И.И., Есенбекова П.А., Кенжегалиев А.М."
469,2897,"ҚАЗАҚСТАННЫҢ АЛМАТЫ ОБЛЫСЫНЫҢ ДӘНДІ ДАҚЫЛДАР ЕГІСТІГІНДЕГІ ӨРМЕКШІЛЕРДІҢ (ARACHNIDA, ARANEI) ФАУНАСЫ ЖӘНЕ ШАРУАШЫЛЫҚ МАҢЫЗДЫЛЫҒЫ"
470,2898,"Алматы облысының азықтық дақылдар егістігінде жүргізілген зерттеулер нәтижесінде 22 тұқымдас 40 туысқа жататын 48 өрмекші түрі анықталды. Келешекте бұл түр сандары әлі толықтырылады. Азықтық дақылдар егістігіндегі өрмекшілердің маңызы екі жақты, олар пайдалы болып қана қоймайды. Өрмекшілер көпқоректі, олар тек зиянды насекомдармен қатар, көптеген энтомофагтар мен тозаңдандырғыштармен де  қоректенеді, мысалы бүйірімен жүретін өрмекшілержәне т.б., жүйрік өрмекшілер және басқалар. Сонымен қатар, өрмекшілердің кейбір түрлері көп болып көбейген кезде, азықтық дақылдар егістігіндегі энтомофагтар мен тозаңдандырғыштарды еліктіретін жасанды ұя-үйшіктерді өрмектерімен тығыз жауып тастайды. Азықтық дақылдар егістігінде аушы тор құмайтын, топырақ бетінде қазғалатын әртүрлі насекомдарды ұстайтын белсенді қозғалатын жыртқыштар () едәуір пайдалы. Энтомофагтар мен тозаңдандырғыштар олардан ешқандай зиян шекпейді.
	: өрмекшілер, фауна, азықтық дақылдар, егістік, Алматы облысы, Қазақстан."
471,2899,": The purpose of research identification of the species composition of spiders entomophags, the pests of forage crops in the south-east of Kazakhstan. There 48 types of spiders on the fields of forage of Almaty region, which belong to the 40 generations and 22 families. This amount is not final and will be updated in future. The meaning of spiders on the fields of forage crop can be twofold and not only positive. The spiders in virtue of their polyphagism along with the insect pests are destroying a big amount of entomophags and pollinators, such as crab spider Thomisus, Xysticus and others. In addition, during the mass reproduction os some species of spiders, they braid nest-hoses so tightly, blocking access to the insect pollinators. Actively moving predators are more useful on the fields of forage crops, which do not braid hunting nets (Pardosa, Trochosa, Pisaura). Entomophages and pollinators does not suffer from them.
	Spiders, fauna, forage crops, fields, Almaty region, Kazakhstan."
472,2902,"Temreshev I.I., Yesembekova P.A., Kenzhegaliyev А.М."
473,2903,Выбор объектов  дендрохронологических исследований и отбор образцов древесины
474,2904,14 октября 2016  Лариса Николаевна Гребцова
475,2905,"МРНТИ 68.47.15, 87.15.21                                                                                 №3 (2016г.)"
476,2906,"Майсупова Б.Д., Мамбетов Б.Т., Келгенбаев Н.С., Досманбетов Д.А., Дукенов Ж.С., Букейханов А.Н."
477,2909,"Майсупова Б.Д., Мамбетов Б.Т., Келгенбаев Н.С., Досманбетов Д.А., Дукенов Ж.С., Букейханов А.Н."
478,2910,_______________________
479,2914,Влияние остаточных концентраций пестицидов на микроорганизмы
480,2915,16 декабря 2016  Лариса Николаевна Гребцова
481,2916,МРНТИ 68.05.45                                                                                                 №4 (2016г.)
482,2917,"И.В.Лобанова, Ж.Ж.Ташпулатов, Л.И.Зайнитдинова, С.И.Куканова, А.М.Исматов"
483,2921,". The work is devoted to the search of possible solutions of environmental problems in conditions of increasing anthropogenic impact on the environment. The carried out microbiological and chemical analyzes of soil sample, taken from the area adjacent to Aral revealed their low biogenic, which is caused by a type of soil, as well as the salinity degree and the presence of residual pesticide concentrations. The results showed that microbiocenosis of studied soil has sufficiently resistant property, while its organizational role is operated by bacteria of the genera Bacillus and Pseudomonas. It was find out that newly isolated strains of Bacillus sp. and Pseudomonas sp. have sufficient resistance to the studied pesticides (chlorpyrifos + cypermethrin), their potential of xenobiotic degradation. Experiments have confirmed that microbiocenosis has enough resistant property, wherein the principle of existence of species population. Thus, the introduction of active microorganisms-destructors may have an impact on reduction of level of pesticides in soil and increase its natural fertility.
	: Aral region ecology, soil microbiota, microorganisms-destructors, chlorpyrifos, cypermethrin, biodegradation."
484,2925,Устойчивость сладкого картофеля к различным стрессовым факторам
485,2926,16 июля 2017  Лариса Николаевна Гребцова
486,2927,"МРНТИ 34.31.15,  68.03.03                                                                                №2 (2017)"
487,2928,"В статье представлен обзор литературы перспективах использования сладкого картофеля для здорового питания. Обсуждаются методы получения сладкого картофеля, устойчивой к стрессовым факторам. Предложена информация о происхождении и существующих традиционных методах селекции. Отмечено, что генетическая инженерия может значительно повысить эффективность селекционного процесса. Проанализированы известные в настоящее время гены, контролирующие устойчивость к различным видам абиотических и биотических стрессов. Использование генетически модифицированных растений может привести к получению сортов сладкого картофеля с повышенной устойчивостью к засолению, засухе, холоду, болезням и вредителям, что актуально для Казахстана. Рассмотрены способы введения чужеродного гена с использованием агробактериального и биобаллистического метода трансформации. Методы генетической инженерии позволяют осуществлять перенос целевых генов в геном сладкого картофеля, однако они нуждаются в усовершенствовании
	: сладкий картофель, селекция картофеля, стресс факторы растений, генномодифицированный батат"
488,2930,ТӘТТІ КАРТОПТЫҢ ӘРТҮРЛІ СТРЕСС ФАКТОРЛАРЫНА  ТӨЗІМДІЛІГІ
489,2931,"Шолу макаласында тэтп картоптьщ пайдалы тагам ретшде пайдалану перспективтшп усынылган. Стресс факторларга тeзiмдi тэтп картоп алу эдiстерi талкыланган. Генетикалык инженерияныц селекциялык YPДiстердiн тшмдшгш айтарлыктай арттыруы жагдайлары керсетiлген. Эр тYрлi абиотикалык жэне биотикалык стресс тYрлерiне тeзiмдiлiгiн арттыратын казiргi уакытта белгiлi гендер, агробактериялык жэне биобаллистикалык трансформация эдiстерiн колдану аркылы бегде гендердi енгiзу тэсiлдерi талданган. Генетикалык модификацияланган eсiмдiктердi пайдалану, Казакстан Yшiн eзектi болып келетш, тYрлi зиянкестерге жэне ауруларга, сортацдануга, к^ргакшылыкка, суыкка тeзiмдiлiгi жогары тэтп картоп сорттарын алуга мYмкiндiк береди
	: тэттi картоп, трансген, өсімдектердіңстресс факторлары, генномодификацияланган батат"
490,2932,"Abstract. The article presents a literature review on the prospects of using sweet potato for a healthy diet. Article discusses the methods of producing sweet potato resistant to stress factors. use of genetically modified plants may result in sweet potato varieties with increased resistance to salinity, drought, cold, diseases and pests, which is important for Kazakhstan
	Sweet potato, transgene, stressor of plants, genetically modified"
491,2936,Генетические ресурсы устойчивости сортообразцов яровой пшеницы к септориозу
492,2937,16 июля 2017  Лариса Николаевна Гребцова
493,2938,МРНТИ 68.37.31                                                                                                 №2 (2017)
494,2939,"В инфекционном питомнике научно-производственного центра зернового хозяйства им. А.И. Бараева на фоне искусственного заражения растений проведена оценка устойчивости более 687 сортов яровой мягкой  (Triticum aestivum) и твердой (Triticum durum) пшеницы к возбудителю септориоза. По итогам иммунологической оценки среди сортов яровой мягкой пшеницы отобрано 1,9 % устойчивых и 5,7 % умеренно устойчивых форм. Среди сортообразцов яровой твердой пшеницы выделены 0,9 % устойчивых и 1,4 % умеренно устойчивых образцов,  остальные проявили восприимчивость. Выделенные резистентные генотипы будут использованы в качестве исходного материала для селекции на устойчивость к септориозу.
	яровая пшеница, устойчивость к септориозу, инфекционный фон, септориоз пшеницы."
495,2941,ЖАЗДЫҚ БИДАЙ СОРТ — ҮЛГІЛЕРІНІҢ СЕПТОРИОЗҒА ҚАРСЫ ТӨЗІМДІЛІГІНІҢ ГЕНЕТИКАЛЫҚ РЕСУРСТАРЫ
496,2942,"А.И.Бараев атындағы астық шаруашылығы ҒӨО-ның инфекционды питомнигінде өсімдіктерді жасанды жұқтыру фонында септориоз қоздырғышына қарсы 687-ден астам жаздық жұмсақ бидай (Triticum aestivum) мен қатты (Triticum durum) бидай  сорттарының төзімділігіне баға берілді. Иммунологиялық баға беру нәтижесінде жаздық жұмсақ бидай сорттарының ішінде 1,9 % төзімді және 5,7% орташа төзімді түрлері іріктеліп алынды. Жаздық қатты бидай сорттарының арасында 0,9 % төзімді және 1,4 % орташа төзімді үлгілері бөлініп алынды, қалғаны сезімталдық көрсетті.  Бөлініп алынған резистентті генотиптер селекцияда септориозға қарсы төзімділіктің бастапқы материалы ретінде пайдаланылады.
	 жаздық бидай, төзімділік, инфекционды фон, септориоз бидай."
497,2943,"An estimate of more than 687 varieties of spring bread (Triticum aestivum) and hard (Triticum durum) wheat for resistance to the causative agent of Septoria has been carried out in the infectious nursery of the LLP «Scientific-Production Center of Grain Farming named after  A.I. Baraev» on the  artificial infection background. 1.9% of resistant and 5.7% of moderately resistant forms among spring bread wheat varieties were selected according to the results of immunological estimate. 0.9% of resistant and 1.4% of moderately resistant samples were isolated among the varieties of spring hard wheat, others showed susceptibility. The isolated resistant genotypes will be used as a starting material for breeding of   resistance varieties to Septoria.
	 spring wheat, resistance, infectious background, Septoria blotch of wheat."
498,2947,Эффективность  применения  инсектицидов в борьбе против дынной мухи в условиях Туркестанского района
499,2948,16 июля 2017  Лариса Николаевна Гребцова
500,2949,"МРНТИ 68.37.13, 68.35.51                                                                                 №2 (2017)"
501,2950,"Турметова Г.Ж. , Нурпашова Т.Р. , Юсупов Б.Ю. , Бабаева Г.А."
502,2953,"Турметова Г.Ж. , Нурпашова Т.Р. , Юсупов Б.Ю. , Бабаева Г.А."
503,2954,"Turmetova G.Zh., Nurpashova T.R., Yusupov B.Y.,. Babayeva   G.A"
504,2958,Углеродминеральная кормовая добавка из рисовой шелухи
505,2959,13 декабря 2017  Лариса Николаевна Гребцова
506,2960,"МРНТИ 68.39.37, 61.57.31                                                                                  №4 (2017г.)"
507,2961,"Получена углеродминеральная кормовая добавка (УМД) из рисовой шелухи, не обладающая токсичностью. Проведен научно-хозяйственный эксперимент по апробации. Выполнена технико-экономическая оценка использования кормовой добавки в сельскохозяйственном производстве, в частности на ферме по разведению птиц мясного направления — бройлеров кросса «Арбор Айкрес» и кур-несушек «Хайсекс Уайт». В результате эксперимента выяснялось, что полученные углеродоминеральные добавки оказывает положительное влияние на рост и развитие птицы,  ее продуктивные и качественные показатели, а именно на валовый привес, толщину скорлупы, увеличение веса яйца и сокращение его боя. С учетом массовости птичьего производства увеличение веса птицы и снижение боя яиц неизменно ведёт к росту позитивных экономических показателей предприятия. Рекомендовано применение углеродминеральной добавки из рисовой шелухи в кормлении сельскохозяйственной птицы мясного и яичного направления.
	: рисовая шелуха, пиролиз, углеродминеральная кормовая добавка, яичное производство, цыплята-бройлеры, куры-несушки"
508,2963,КҮРІШ ҚЫПЫҒЫНАН КӨМІРТЕКТІМИНЕРАЛДЫ ЖЕМДІК ҚОСПАЛАР АЛУ
509,2964,"Күріш кебегінен улы емес көміртекминералды жемдік қоспалар (КЖҚ) алынды. КЖҚ сынақ бойынша ғылыми-шаруашылық тәжірибесі жүргізілді. Ауылшаруашылық өндірісінде, атап айтқанда құс еті бағытындағы — кросс «Арбор Айкрес» бройлерілері мен «Хайсекс Уайт» мекиен-тауығын өсіретін фермада жемдік қоспаларды пайдаланудың техникалық-экономикалық бағалау жасалынды. Тәжірибе нәтижесінде алынған көміртекминералды қоспалардың оның өнімділігі мен сапалық көрсеткіштеріне, атап айтқанда, жалпы салмақтың өсуі, жұмыртқаның қабығының қалыңдығы, салмағын өсуі және сынуын азаюына оң әсер етті. Құстарды өндірудің ұлғайғанын ескере отырып, құстың салмағының өсуі және жұмыртқа сынуының азайюы компанияның үнемі позитивті экономикалық көрсеткіштерінің артуына әкеледі. Күріш кебегінен алынған көміртектіминералды қоспалар етті және жұмыртқа бағытындағы ауылшаруашылық құстарын қоректендіруге ұсынылған. : күріш кебегі, пиролиз, көміртекминералды жемдік қоспа, жұмыртқа өндіру , бройлер-балапандары, мекиен-тауықтар."
510,2965,"Carbon mineral feed additive (CMA) was obtained from rice husk, which does not possess toxicity. A scientific and economic experiment on approbation was carried out. The technical and economic assessment of the use of fodder additives in agricultural production, in particular on the breeding farm for meat birds — broilers cross «Arbor Aykres» and laying hens «Hayseks White.» As a result of the experiment, it was found that the carbon-mineral additives obtained had a positive effect on the growth and development of the poultry, its productive and qualitative indices, namely, the gross weight gain, the thickness of the shell, the weight of the egg and the reduction of its combat.. Considering the mass bird production increase in bird weight and reduced egg battle invariably leads to an increase in the company's positive economic indicators. It is recommended to use carbon mineral additive from rice husk in poultry feeding for meat and egg production.
	: rice husk, pyrolysis, carbon mineral feed additives, egg production, broiler-chickens, laying hens."
511,2969,Экологический аспект применения удобрений в повышение плодородия орошаемой луговоө каштановой почвы
512,2970,20 марта 2018  Лариса Николаевна Гребцова
513,2971,МРНТИ 68.33.29                                                                          №1 (2018г.)
514,2980,Патоморфологические изменения при цирковирусной    инфекции свиней
515,2981,14 июня 2018  Лариса Николаевна Гребцова
516,2983,". Целью исследования было выяснение патоморфологических изменении при цирковирусной    инфекции свиней в условиях свиноводческих хозяйствах Алматинской области Республики Казахстан. Больных цирковирусной инфекцией, наблюдали больше всего в группе доращивания, реже на отъеме и откорме. Характер патоморфологических изменений при цирковирусной инфекции свиней  указывает, что основной патологический процесс сосредоточен в почках, печени, легких и лимфатических узлах. Во всех случаях часто  выявлялась венозная гиперемия, зернистая, иногда жировая дистрофия печени и почек, расширение желчного пузыря и переполнение его желчью с примесью слизи.        Данная проблема особенно актуальна в настоящее время и в Казахстане, в связи с переходом сельскохозяйственных предприятий на новые формы собственности, когда работники, а также руководство заинтересованы в увеличении количества продукции и повышении ее качества.
 цирковирусная инфекция, свинья, патоморфологические изменения, дистрофия, некроз, лимфаденит."
517,2991,Цыплятам и пробиотик и сорбент
518,2992,14 июня 2018  Лариса Николаевна Гребцова
519,3002,Исторические факты и результаты проведенной инвентаризации Шымкентского дендропарка
520,3003,15 июня 2018  Лариса Николаевна Гребцова
521,3007,Ключевые слова.
522,3008,"МРНТИ 68.37.13, №2(2018г.)"
523,3013,Оценка системы эпизоотического надзора за почвенными очагами сибирской язвы в Казахстане
524,3014,15 июня 2018  Лариса Николаевна Гребцова
525,3024,Математические модели показателей зависимости производительности барабанного агрегата от скорости сушильного агента на входе и угла наклона барабана
526,3025,13 декабря 2011  Лариса Николаевна Гребцова
527,3026,"На основе математической обработка экспериментальных данных на персональном компьютере в инновационных технологиях Microsoft Excel при помощи численного метода вычисления (метод наименьших квадратов) получены уравнения регрессии и величина достоверности аппроксимации R2. Из анализа уравнений видно, что величина достоверности аппроксимации R2= 1, следовательно, найденная связь строго функциональна.
	: уравнение, производительность, время пребывания, сушка сыпучих, сушка зернистых, сушка."
528,3027,"Эксперименталдық мәліметтерді Microsoft Excel жеке компьютерінде жаңартпашылық технология сында математикалық негізде сандық есептеу әдісімен (Ең кіші квадрат әдісімен) өңдегенде регрессия теңдеуі алынды және оның аппроксимациялық шындығының шамасы R. Теңдеуді талдаудан көрінгені аппроксимациялық шындығының шамасы R=1, сондықтан да табылған байланыс қатаң функционалды .
	 теңдеу, өнімділік, болу уақыты."
529,3028,"On base mathematical processing of experimental data obtained on PC by means of new technologies in Microsoft Excel with the help of the numerical calculating method (Method of least square) equations to regressions and value to validity of aproximations R are received. From the analysis of the equations it is seen that the value to validity to aproximations R = 1, consequently, the found relationship is strictly functional.
	: equations, capacity, time of stay."
530,3029,"(Полный текст: Архив, 2011г., №3-4, С. 109-113)"
531,3030,Пищевая промышленность
532,3032,Разработка методики экономической оценки выращивания рыбы в озерно-товарных рыбоводных хозяйствах Казахстана в условиях современной рыночной экономики
533,3033,18 декабря 2012  Лариса Николаевна Гребцова
534,3038,Түйінді сөздер
535,3039,"The article presents the characteristics of specific and direct industrial expenses for breeding fish in lacustrine fish-breeding farms. On the example of a process flowsheet deploying method of mathematical equation set-up, the article shows the method of cost-benefit analysis of commercial fish culturing in lakes.
	: fish culturing, lacustrine fish-breeding farms, market economy"
536,3044,Рыбное хозяйство
537,3047,Интеллектуальная технология прогнозирования фармакологической активности органических соединений
538,3048,18 декабря 2012  Лариса Николаевна Гребцова
539,3050,"Разработан иммунно-сетевой подход к моделированию зависимостей «структура — свойство» лекарственных препаратов. Предложенная интеллектуальная технология позволяет уменьшить погрешности энергетических оценок и повысить достоверность прогноза зависимости «структура — свойство» химических соединений.
	 прогнозирование фармакологической активности, интеллектуальная технология, лекарственные препараты"
540,3051,"We have developed immune net method for modeling structure — property dependences of medical drugs. The proposed intellectual technology allows to reduce errors of power estimations and to raise reliability of the forecast of structure — property dependence of chemical compounds.
	 forecasting pharmacological activity, intellectual technology, medical drugs."
541,3053,Переработка бахчевых культур с использованием нетрадиционного местного сырья
542,3055,13 декабря 2011  Лариса Николаевна Гребцова
543,3057,"В статье представлены рецептура и метод получения консервированного сока на основе арбузного, лечебно-профилактического назначения, который можно применять в составе обычного пищевого рациона всеми группами здорового населения. Повышение питательной и биологической ценности достигается за счет использования сока шиповника и экстракта из листьев грецкого ореха. На основании проведенных опытов и полученных результатов сделан вывод, что целесообразно вводить в рецептуру экстракт из листьев грецкого ореха в количестве не более 1,87% от общей массы.
	: консервированный сок, сок шиповника, листья грецкого ореха, грецкий орех, переработка."
544,3059,"Мақалада қарбыз негізінде жасалған емдік-алдын- алуға арнапған, дені сау барша адамдардың күнделікті тамағына қоса пайдалануына болатың консервіліген шырын алу әдісі мен рецептурасы ұсынылады. Тағамдық және биологиялық құндылығың арттыру үшін шырынға итмұрын шырыны мен жаңгақжапырағыныңсығындысын қосу арқылы қол жегкізу қарастырыпады. Жүргізілген зерттеулер мен алынған нәтижелердің негізінде, шырын рецепту- расына жаңғақжапырағы сығындысын шырынныңжалпы сапмағының 1,87% аспайтындай енгізу қажеттігі дәлелденген.
	: консервіленген шырын, итмүрын шырыны, грекжаңғағының жапырағы"
545,3060,"The article describes receipt and method of getting conserved juice of therapeutic appointment, on the basis of watermelon juice, which is possible to apply in usual food ration by all groups of healthy population. Rise of nutritious and biological value is attained by means of dog-rose juice and walnut leaf extract use. On the ground of conducted experiments and findings is deduced that efficient quantity of walnut leaf extract adding in receipt is at most 1,87 % from full weight.
	 conserved juice, dog-rose juice, walnut leaves."
546,3061,"(Полный текст: Архив, 2011г., №3-4, С. 118-125)"
547,3062,Пищевая промышленность
548,3064,Особенности выращивания молоди урало-каспийской популяции шипа (acipenser nudiventris lovetsky) в условиях замкнутого водообеспечения
549,3065,1 августа 2013  admin
550,3067,Западно-Казахстанский аграрно-технический университет им. Жангир хана
551,3073,Биологическое консервирование капусты с использованием молочнокислых бактерий
552,3075,13 декабря 2011  Лариса Николаевна Гребцова
553,3077,"В статье даны показатели по продолжительности хранения, содержанию органических кислот, органолептическим свойствам при исследовании консервирования капусты с использованием молочнокислых бактерий. Lactobacillus brevis штамма 9.
	: органические кислоты, молочнокислые бактерии, биологическое консервирование капусты."
